1 0 0 0
2 0 0 0
3 0 0 0
4 0 0 0
5 0 0.0003330003330003289 0
6 0.00006979423868318737 0.0019980019980019733 0
7 0.00013958847736625035 0.006993006993007031 0
8 0.00020938271604943772 0.01864801864801867 0
9 0.0004187654320987511 0.04195804195804194 0.0005162139917695085
10 0.00045037037037040184 0.08391608391608388 0.0010323819122005306
11 0.0012139682539682028 0.15384615384615383 0.0020643875751358213
12 0.0016952438857978744 0.26373626373626374 0.0022326241197267297
13 0.002657318994578508 0.4285714285714285 0.002400857843623412
14 0.003298451792601454 0.6666666666666666 0.0036000260110983706
15 0.004268922922988036 1 0.004579766208708774
16 0.005868104372274673 1 0.005860008052565771
17 0.009087658482034822 1 0.008416253607000518
18 0.011626349964278897 1 0.010653738189667673
19 0.014159886619666167 1 0.013833974222450376
20 0.019209681079424525 1 0.017529178803199083
21 0.023816683386571485 1 0.02552207345914569
22 0.031583674527647376 1 0.029357230328450213
23 0.038484097577710395 1 0.04463143023445447
24 0.047119165205404434 1 0.04979796490922149
25 0.05459425222725926 1 0.05549554739548852
26 0.0631891475761933 1 0.06452095315790679
27 0.07725440459183189 1 0.07989043487351453
28 0.09541484200803045 1 0.09503582612859184
29 0.12360640789947809 1 0.10831983995719865
30 0.1404500947687806 1 0.12409971234327424
31 0.1573020162744115 1 0.14442061531081485
32 0.17500360587502833 1 0.1674696220703056
33 0.19732284970699782 1 0.19026902168106882
34 0.2238437048542585 1 0.21656277320555647
35 0.26923381001405294 1 0.2503860263226456
36 0.2964389230354967 1 0.2844215582982392
37 0.3245040024939542 1 0.3298887811438323
38 0.3497985069583614 1 0.35466449180813225
39 0.384052295361998 1 0.38885331597652123
40 0.4273088286858826 1 0.42152986965150674
41 0.4648209631758606 1 0.46333375417321015
42 0.5208523580011362 1 0.5178241839188022
43 0.5535596536678652 1 0.5494642745183274
44 0.5880940249496904 1 0.5837911945083434
45 0.6144285532203594 1 0.6175269982394593
46 0.6598550977365927 1 0.6518516530499223
47 0.6955239378163569 1 0.6883785285126982
48 0.7290604772757928 1 0.717099076083676
49 0.7775664027198973 1 0.7498042202892393
50 0.8060442964757127 1 0.7953502534437445
51 0.8356536892987458 1 0.8257446728516548
52 0.8527865742830684 1 0.8507072691145026
53 0.8820383616371033 1 0.8757693788907738
54 0.9018112727053995 1 0.910930326331212
55 0.9196977102170485 1 0.9515612859034174
56 0.9436468100472017 1 0.9586565192663631
57 0.9571649927406262 1 0.9666924285810569
58 0.9706341831913113 1 0.9746923125945266
59 0.9754573696466613 1 0.9805990209295917
60 0.9835160644232362 1 0.9869690356333719
61 0.9880607233370136 1 0.989808685389013
62 0.9918262069896564 1 0.9948148861315483
63 0.9960364343235002 1 0.9964263276349835
64 0.9981276045736538 1 0.9975467470870506
65 0.9986095794733786 1 0.9987299831683715
66 0.9990775304212038 1 0.9991888472943418
67 0.9995952943000561 1 0.9995384909975386
68 0.9997985722684135 1 1
69 0.9999277601410934 1 1
70 1 1 1
71 1 1 1
72 1 1 1
73 1 1 1
74 1 1 1
75 1 1 1
